辞書,文境界,キー（＝表層形）,語彙素,語彙素細分類,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
現代語,I,し,し,,シ,助詞-接続助詞,,,シ,シ,和,し,シ,14923
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,昨日,昨日,,キノウ,名詞-普通名詞-副詞可能,,,キノー,キノウ,和,昨日,キノウ,8758
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,そう,そう,,ソウ,副詞,,,ソー,ソウ,和,そう,ソウ,20935
現代語,I,だっ,だ,,ダ,助動詞,助動詞-ダ,連用形-促音便,ダッ,ダッ,和,だ,ダ,22916
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,けど,けれど,,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド,11238
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,ん,ん,,ン,感動詞-一般,,,ン,ン,和,ん,ン,336114
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,くん,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,くん,クン,10654
現代語,I,と,と,,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
現代語,I,話し,話す,,ハナス,動詞-一般,五段-サ行,連用形-一般,ハナシ,ハナシ,和,話す,ハナス,29989
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,と,と,,ト,助詞-接続助詞,,,ト,ト,和,と,ト,25825
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,つい,つい,,ツイ,副詞,,,ツイ,ツイ,和,つい,ツイ,24326
現代語,I,距離,距離,,キョリ,名詞-普通名詞-一般,,,キョリ,キョリ,漢,距離,キョリ,9441
現代語,I,感,感,,カン,名詞-普通名詞-一般,,,カン,カン,漢,感,カン,7459
現代語,I,忘れ,忘れる,,ワスレル,動詞-非自立可能,下一段-ラ行,連用形-一般,ワスレ,ワスレ,和,忘れる,ワスレル,41262
現代語,I,ちゃう,ちゃう,,チャウ,助動詞,五段-ワア行,連体形-一般,チャウ,チャウ,和,ちゃう,チャウ,23635
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,昨日,昨日,,キノウ,名詞-普通名詞-副詞可能,,,キノー,キノウ,和,昨日,キノウ,8758
現代語,I,なんか,なんか,,ナンカ,助詞-副助詞,,,ナンカ,ナンカ,和,なんか,ナンカ,28092
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,飲みかけ,飲み掛ける,,ノミカケル,動詞-一般,下一段-カ行,連用形-一般,ノミカケ,ノミカケ,和,飲みかける,ノミカケル,90749
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,ペット,ペット,pet,ペット,名詞-普通名詞-一般,,,ペット,ペット,外,ペット,ペット,34316
現代語,I,ボトル,ボトル,bottle,ボトル,名詞-普通名詞-一般,,,ボトル,ボトル,外,ボトル,ボトル,35199
現代語,I,渡し,渡す,,ワタス,動詞-一般,五段-サ行,連用形-一般,ワタシ,ワタシ,和,渡す,ワタス,41280
現代語,I,ちゃっ,ちゃう,,チャウ,助動詞,五段-ワア行,連用形-促音便,チャッ,チャッ,和,ちゃう,チャウ,23635
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,し,し,,シ,助詞-接続助詞,,,シ,シ,和,し,シ,14923
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,ちゃん,ちゃん,,チャン,接尾辞-名詞的-一般,,,チャン,チャン,和,ちゃん,チャン,23719
現代語,I,らしい,らしい,,ラシイ,接尾辞-形容詞的,形容詞,終止形-一般,ラシー,ラシイ,和,らしい,ラシイ,39704
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,いう,言う,,イウ,動詞-一般,五段-ワア行,終止形-一般,ユー,イウ,和,いう,ユウ,1571
現代語,I,か,か,,カ,助詞-終助詞,,,カ,カ,和,か,カ,5569
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,天然,天然,,テンネン,名詞-普通名詞-一般,,,テンネン,テンネン,漢,天然,テンネン,25460
現代語,I,すぎる,過ぎる,,スギル,動詞-非自立可能,上一段-ガ行,終止形-一般,スギル,スギル,和,すぎる,スギル,19108
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,私,私,,ワタシ,代名詞,,,ワタシ,ワタシ,和,私,ワタシ,41277
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,恋愛,恋愛,,レンアイ,名詞-普通名詞-サ変可能,,,レンアイ,レンアイ,漢,恋愛,レンアイ,40748
現代語,I,感情,感情,,カンジョウ,名詞-普通名詞-一般,,,カンジョー,カンジョウ,漢,感情,カンジョウ,7653
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,よく,良く,,ヨク,副詞,,,ヨク,ヨク,和,よく,ヨク,39182
現代語,I,わかん,分かる,,ワカル,動詞-一般,五段-ラ行,未然形-撥音便,ワカン,ワカン,和,わかる,ワカル,41180
現代語,I,ない,ない,,ナイ,助動詞,助動詞-ナイ,連体形-一般,ナイ,ナイ,和,ない,ナイ,27438
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,え,えっ,,エッ,感動詞-一般,,,エ,エ,和,え,エ,3882
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,くん,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,くん,クン,10654
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,告白,告白,,コクハク,名詞-普通名詞-サ変可能,,,コクハク,コクハク,漢,告白,コクハク,12560
現代語,I,さ,為る,,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル,19537
現代語,I,れ,れる,,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル,40741
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,時,時,,トキ,名詞-普通名詞-副詞可能,,,トキ,トキ,和,時,トキ,26231
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,すごく,凄い,,スゴイ,形容詞-一般,形容詞,連用形-一般,スゴク,スゴク,和,すごい,スゴイ,19163
現代語,I,嬉しかっ,嬉しい,,ウレシイ,形容詞-一般,形容詞,連用形-促音便,ウレシカッ,ウレシカッ,和,嬉しい,ウレシイ,3527
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,けど,けれど,,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド,11238
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,同時,同時,,ドウジ,名詞-普通名詞-一般,,,ドージ,ドウジ,漢,同時,ドウジ,27085
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,怖く,怖い,,コワイ,形容詞-一般,形容詞,連用形-一般,コワク,コワク,和,怖い,コワイ,13129
現代語,I,なっ,成る,,ナル,動詞-非自立可能,五段-ラ行,連用形-促音便,ナッ,ナッ,和,なる,ナル,28061
現代語,I,ちゃっ,ちゃう,,チャウ,助動詞,五段-ワア行,連用形-促音便,チャッ,チャッ,和,ちゃう,チャウ,23635
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,『,『,,,補助記号-括弧開,,,,,記号,『,,35
現代語,I,付き合う,付き合う,,ツキアウ,動詞-一般,五段-ワア行,終止形-一般,ツキアウ,ツキアウ,和,付き合う,ツキアウ,24488
現代語,I,』,』,,,補助記号-括弧閉,,,,,記号,』,,36
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,具体,具体,,グタイ,名詞-普通名詞-一般,,,グタイ,グタイ,漢,具体,グタイ,10724
現代語,I,的,的,,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
現代語,I,に,だ,,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
現代語,I,何,何,,ナニ,代名詞,,,ナニ,ナニ,和,何,ナニ,27920
現代語,I,する,為る,,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だろう,だ,,ダ,助動詞,助動詞-ダ,意志推量形,ダロー,ダロウ,和,だ,ダ,22916
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,から,から,,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ,7218
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,つい,つい,,ツイ,副詞,,,ツイ,ツイ,和,つい,ツイ,24326
現代語,I,『,『,,,補助記号-括弧開,,,,,記号,『,,35
現代語,I,ごめん,御免,,ゴメン,名詞-普通名詞-一般,,,ゴメン,ゴメン,漢,ごめん,ゴメン,13563
現代語,I,』,』,,,補助記号-括弧閉,,,,,記号,』,,36
現代語,I,って,って,,ッテ,助詞-副助詞,,,ッテ,ッテ,和,って,ッテ,24319
現代語,I,言っ,言う,,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,言う,イウ,1571
現代語,I,ちゃっ,ちゃう,,チャウ,助動詞,五段-ワア行,連用形-促音便,チャッ,チャッ,和,ちゃう,チャウ,23635
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,はあ,はあ,,ハア,感動詞-一般,,,ハー,ハア,和,はあ,ハア,30476
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,ちゃん,ちゃん,,チャン,接尾辞-名詞的-一般,,,チャン,チャン,和,ちゃん,チャン,23719
現代語,I,らしい,らしい,,ラシイ,助動詞,助動詞-ラシイ,連体形-一般,ラシー,ラシイ,和,らしい,ラシイ,39703
現代語,I,答え,答え,,コタエ,名詞-普通名詞-一般,,,コタエ,コタエ,和,答え,コタエ,12749
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,ね,ね,,ネ,助詞-終助詞,,,ネ,ネ,和,ね,ネ,28754
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,それ,其れ,,ソレ,代名詞,,,ソレ,ソレ,和,それ,ソレ,21461
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,褒め,褒める,,ホメル,動詞-一般,下一段-マ行,連用形-一般,ホメ,ホメ,和,褒める,ホメル,34809
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,褒め,褒める,,ホメル,動詞-一般,下一段-マ行,連用形-一般,ホメ,ホメ,和,褒める,ホメル,34809
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,純粋,純粋,,ジュンスイ,形状詞-一般,,,ジュンスイ,ジュンスイ,漢,純粋,ジュンスイ,18419
現代語,I,すぎ,過ぎる,,スギル,動詞-非自立可能,上一段-ガ行,連用形-一般,スギ,スギ,和,すぎる,スギル,19108
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,心配,心配,,シンパイ,名詞-普通名詞-サ変形状詞可能,,,シンパイ,シンパイ,漢,心配,シンパイ,17516
現代語,I,に,だ,,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
現代語,I,なる,成る,,ナル,動詞-非自立可能,五段-ラ行,終止形-一般,ナル,ナル,和,なる,ナル,28061
現代語,I,けど,けれど,,ケレド,助詞-接続助詞,,,ケド,ケド,和,けど,ケド,11238
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,うーん,うん,,ウン,感動詞-一般,,,ウーン,ウーン,和,うーん,ウーン,3568
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,…,…,,,補助記号-一般,,,,,記号,…,,6
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,も,も,,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
現代語,I,さ,さ,,サ,助詞-終助詞,,,サ,サ,和,さ,サ,13620
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,ちゃん,ちゃん,,チャン,接尾辞-名詞的-一般,,,チャン,チャン,和,ちゃん,チャン,23719
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,優し,優しい,,ヤサシイ,形容詞-一般,形容詞,語幹-一般,ヤサシ,ヤサシ,和,優しい,ヤサシイ,38234
現代語,I,すぎる,過ぎる,,スギル,動詞-非自立可能,上一段-ガ行,連体形-一般,スギル,スギル,和,すぎる,スギル,19108
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,よ,よ,,ヨ,助詞-終助詞,,,ヨ,ヨ,和,よ,ヨ,38980
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,蓮田,ハスダ,,ハスダ,名詞-固有名詞-地名-一般,,,ハスダ,ハスダ,固,蓮田,ハスダ,85404
現代語,I,くん,君,,クン,接尾辞-名詞的-一般,,,クン,クン,漢,くん,クン,10654
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,こと,事,,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,まだ,未だ,,マダ,副詞,,,マダ,マダ,和,まだ,マダ,35745
現代語,I,気,気,,キ,名詞-普通名詞-一般,,,キ,キ,漢,気,キ,8263
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,し,為る,,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
現代語,I,てる,てる,,テル,助動詞,下一段-タ行,終止形-一般,テル,テル,和,てる,テル,25287
現代語,I,でしょ,です,,デス,助動詞,助動詞-デス,意志推量形,デショ,デショ,和,です,デス,25653
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,へえ,へえ,,ヘエ,感動詞-一般,,,ヘー,ヘエ,和,へえ,ヘエ,34098
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,そう,そう,,ソウ,副詞,,,ソー,ソウ,和,そう,ソウ,20935
現代語,I,な,だ,,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
現代語,I,ん,の,,ノ,助詞-準体助詞,,,ン,ン,和,ん,ン,28990
現代語,I,だ,だ,,ダ,助動詞,助動詞-ダ,終止形-一般,ダ,ダ,和,だ,ダ,22916
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,:n::n:突然,突然,,トツゼン,副詞,,,トツゼン,トツゼン,漢,突然,トツゼン,26500
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,声,声,,コエ,名詞-普通名詞-一般,,,コエ,コエ,和,声,コエ,12455
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,二人,二人,,フタリ,名詞-普通名詞-副詞可能,,,フタリ,フタリ,和,二人,フタリ,32873
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,飛び上がる,飛び上がる,,トビアガル,動詞-一般,五段-ラ行,終止形-一般,トビアガル,トビアガル,和,飛び上がる,トビアガル,26546
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,B,:n::n:学,学,,ガク,名詞-普通名詞-一般,,,ガク,ガク,漢,学,ガク,7997
現代語,I,蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,が,が,,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
現代語,I,階段,階段,,カイダン,名詞-普通名詞-一般,,,カイダン,カイダン,漢,階段,カイダン,5825
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,踊り場,踊り場,,オドリバ,名詞-普通名詞-一般,,,オドリバ,オドリバ,和,踊り場,オドリバ,54233
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,立っ,立つ,,タツ,動詞-一般,五段-タ行,連用形-促音便,タッ,タッ,和,立つ,タツ,22436
現代語,I,て,て,,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
現代語,I,いる,居る,,イル,動詞-非自立可能,上一段-ア行,終止形-一般,イル,イル,和,いる,イル,2585
現代語,I,。,。,,,補助記号-句点,,,,,記号,。,,25
現代語,I,いつ,何時,,イツ,代名詞,,,イツ,イツ,和,いつ,イツ,2271
現代語,I,の,の,,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
現代語,I,間,間,,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ,168
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,B,:n::n:過去,過去,,カコ,名詞-普通名詞-副詞可能,,,カコ,カコ,漢,過去,カコ,6319
現代語,I,板,板,,イタ,名詞-普通名詞-一般,,,イタ,イタ,和,板,イタ,1993
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,な,な,,ナ,助詞-終助詞,,,ナ,ナ,和,な,ナ,27433
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,なん,何,,ナニ,代名詞,,,ナン,ナン,和,なん,ナン,27920
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,ここ,此処,,ココ,代名詞,,,ココ,ココ,和,ここ,ココ,12607
現代語,I,に,に,,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
現代語,I,！,！,,,補助記号-句点,,,,,記号,！,,45
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,偶然,偶然,,グウゼン,副詞,,,グーゼン,グウゼン,漢,偶然,グウゼン,10702
現代語,I,通りかかっ,通り掛かる,,トオリカカル,動詞-一般,五段-ラ行,連用形-促音便,トーリカカッ,トオリカカッ,和,通りかかる,トオリカカル,26205
現代語,I,たら,た,,タ,助動詞,助動詞-タ,仮定形-一般,タラ,タラ,和,た,タ,21642
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,聞こえ,聞こえる,,キコエル,動詞-一般,下一段-ア行,連用形-一般,キコエ,キコエ,和,聞こえる,キコエル,8444
現代語,I,た,た,,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
現代語,I,から,から,,カラ,助詞-接続助詞,,,カラ,カラ,和,から,カラ,7218
現代語,I,〜,〜,,,補助記号-一般,,,,,記号,〜,,86207
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,西庄,ニシノショウ,,ニシノショウ,名詞-固有名詞-地名-一般,,,ニシノショー,ニシノショウ,固,西庄,ニシノショウ,244045
現代語,I,「,「,,,補助記号-括弧開,,,,,記号,「,,33
現代語,I,学,学,,ガク,名詞-普通名詞-一般,,,ガク,ガク,漢,学,ガク,7997
現代語,I,蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
現代語,I,先輩,先輩,,センパイ,名詞-普通名詞-一般,,,センパイ,センパイ,漢,先輩,センパイ,20617
現代語,I,、,、,,,補助記号-読点,,,,,記号,、,,24
現代語,I,そんな,そんな,,ソンナ,連体詞,,,ソンナ,ソンナ,和,そんな,ソンナ,21510
現代語,I,とこ,所,,トコロ,名詞-普通名詞-一般,,,トコ,トコ,和,とこ,トコ,26373
現代語,I,で,で,,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
現代語,I,ずっと,ずっと,,ズット,副詞,,,ズット,ズット,和,ずっと,ズット,19640
現代語,I,聞い,聞く,,キク,動詞-一般,五段-カ行,連用形-イ音便,キー,キイ,和,聞く,キク,8399
現代語,I,て,てる,,テル,助動詞,下一段-タ行,連用形-一般,テ,テ,和,てる,テル,25287
現代語,I,た,た,,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
現代語,I,の,の,,ノ,助詞-終助詞,,,ノ,ノ,和,の,ノ,28991
現代語,I,！,！,,,補助記号-句点,,,,,記号,！,,45
現代語,I,？,？,,,補助記号-句点,,,,,記号,？,,57
現代語,I,」,」,,,補助記号-括弧閉,,,,,記号,」,,34
現代語,B,蒔田,マキタ,,マキタ,名詞-固有名詞-人名-姓,,,マキタ,マキタ,固,蒔田,マキタ,35537
